Intermediaries,Customers,Cluster,Periods,Availability
2,17,1,16,1
2,17,1,17,0
2,17,1,18,0
2,17,1,19,0
2,17,1,20,0
2,17,1,21,0
2,17,1,22,0
2,17,1,23,1
2,17,1,24,0
2,17,1,25,0
2,17,1,26,0
2,17,1,27,0
2,17,1,28,0
2,17,1,29,0
2,17,1,30,1
2,18,3,1,0
2,18,3,2,0
2,18,3,3,0
2,18,3,4,0
2,18,3,5,0
2,18,3,6,0
2,18,3,7,0
2,18,3,8,0
2,18,3,9,0
2,18,3,10,0
2,18,3,11,0
2,18,3,12,0
2,18,3,13,0
2,18,3,14,0
2,18,3,15,0
2,18,3,16,0
2,18,3,17,0
2,18,3,18,0
2,18,3,19,0
2,18,3,20,0
2,18,3,21,0
2,18,3,22,0
2,18,3,23,0
2,18,3,24,0
2,18,3,25,0
2,18,3,26,0
2,18,3,27,0
2,18,3,28,0
2,18,3,29,0
2,18,3,30,0
2,19,2,1,0
2,19,2,2,0
2,19,2,3,0
2,19,2,4,0
2,19,2,5,0
2,19,2,6,0
2,19,2,7,0
2,19,2,8,0
2,19,2,9,0
2,19,2,10,0
2,19,2,11,0
2,19,2,12,0
2,19,2,13,0
2,19,2,14,0
2,19,2,15,0
2,19,2,16,0
2,19,2,17,0
2,19,2,18,0
2,19,2,19,0
2,19,2,20,0
2,19,2,21,0
2,19,2,22,0
2,19,2,23,0
2,19,2,24,0
2,19,2,25,0
2,19,2,26,0
2,19,2,27,0
2,19,2,28,0
2,19,2,29,0
2,19,2,30,0
2,20,3,1,0
2,20,3,2,0
2,20,3,3,0
2,20,3,4,0
2,20,3,5,0
2,20,3,6,0
2,20,3,7,0
2,20,3,8,0
2,20,3,9,0
2,20,3,10,0
2,20,3,11,0
2,20,3,12,0
2,20,3,13,0
2,20,3,14,0
2,20,3,15,0
2,20,3,16,0
2,20,3,17,0
2,20,3,18,0
2,20,3,19,0
2,20,3,20,0
2,20,3,21,0
2,20,3,22,0
2,20,3,23,0
2,20,3,24,0
2,20,3,25,0
2,20,3,26,0
2,20,3,27,0
2,20,3,28,0
2,20,3,29,0
2,20,3,30,0
2,21,2,1,0
2,21,2,2,0
2,21,2,3,0
2,21,2,4,0
2,21,2,5,0
2,21,2,6,0
2,21,2,7,0
2,21,2,8,0
2,21,2,9,0
2,21,2,10,0
2,21,2,11,0
2,21,2,12,0
2,21,2,13,0
2,21,2,14,0
2,21,2,15,0
2,21,2,16,0
2,21,2,17,0
2,21,2,18,0
2,21,2,19,0
2,21,2,20,0
2,21,2,21,0
2,21,2,22,0
2,21,2,23,0
2,21,2,24,0
2,21,2,25,0
2,21,2,26,0
2,21,2,27,0
2,21,2,28,0
2,21,2,29,0
2,21,2,30,0
2,22,3,1,0
2,22,3,2,0
2,22,3,3,0
2,22,3,4,0
2,22,3,5,0
2,22,3,6,0
2,22,3,7,0
2,22,3,8,0
2,22,3,9,0
2,22,3,10,0
2,22,3,11,0
2,22,3,12,0
2,22,3,13,0
2,22,3,14,0
2,22,3,15,0
2,22,3,16,0
2,22,3,17,0
2,22,3,18,0
2,22,3,19,0
2,22,3,20,0
2,22,3,21,0
2,22,3,22,0
2,22,3,23,0
2,22,3,24,0
2,22,3,25,0
2,22,3,26,0
2,22,3,27,0
2,22,3,28,0
2,22,3,29,0
2,22,3,30,0
2,23,2,1,0
2,23,2,2,0
2,23,2,3,0
2,23,2,4,0
2,23,2,5,0
2,23,2,6,0
2,23,2,7,0
2,23,2,8,0
2,23,2,9,0
2,23,2,10,0
2,23,2,11,0
2,23,2,12,0
2,23,2,13,0
2,23,2,14,0
2,23,2,15,0
2,23,2,16,0
2,23,2,17,0
2,23,2,18,0
2,23,2,19,0
2,23,2,20,0
2,23,2,21,0
2,23,2,22,0
2,23,2,23,0
2,23,2,24,0
2,23,2,25,0
2,23,2,26,0
2,23,2,27,0
2,23,2,28,0
2,23,2,29,0
2,23,2,30,0
2,24,3,1,0
2,24,3,2,0
2,24,3,3,0
2,24,3,4,0
2,24,3,5,0
2,24,3,6,0
2,24,3,7,0
2,24,3,8,0
2,24,3,9,0
2,24,3,10,0
2,24,3,11,0
2,24,3,12,0
2,24,3,13,0
2,24,3,14,0
2,24,3,15,0
2,24,3,16,0
2,24,3,17,0
2,24,3,18,0
2,24,3,19,0
2,24,3,20,0
2,24,3,21,0
2,24,3,22,0
2,24,3,23,0
2,24,3,24,0
2,24,3,25,0
2,24,3,26,0
2,24,3,27,0
2,24,3,28,0
2,24,3,29,0
2,24,3,30,0
2,25,3,1,0
2,25,3,2,0
2,25,3,3,0
2,25,3,4,0
2,25,3,5,0
2,25,3,6,0
2,25,3,7,0
2,25,3,8,0
2,25,3,9,0
2,25,3,10,0
2,25,3,11,0
2,25,3,12,0
2,25,3,13,0
2,25,3,14,0
2,25,3,15,0
2,25,3,16,0
2,25,3,17,0
2,25,3,18,0
2,25,3,19,0
2,25,3,20,0
2,25,3,21,0
2,25,3,22,0
2,25,3,23,0
2,25,3,24,0
2,25,3,25,0
2,25,3,26,0
2,25,3,27,0
2,25,3,28,0
2,25,3,29,0
2,25,3,30,0
2,26,2,1,0
2,26,2,2,0
2,26,2,3,0
2,26,2,4,0
2,26,2,5,0
2,26,2,6,0
2,26,2,7,0
2,26,2,8,0
2,26,2,9,0
2,26,2,10,0
2,26,2,11,0
2,26,2,12,0
2,26,2,13,0
2,26,2,14,0
2,26,2,15,0
2,26,2,16,0
2,26,2,17,0
2,26,2,18,0
2,26,2,19,0
2,26,2,20,0
2,26,2,21,0
2,26,2,22,0
2,26,2,23,0
2,26,2,24,0
2,26,2,25,0
2,26,2,26,0
2,26,2,27,0
2,26,2,28,0
2,26,2,29,0
2,26,2,30,0
2,27,1,1,0
2,27,1,2,1
2,27,1,3,0
2,27,1,4,0
2,27,1,5,0
2,27,1,6,0
2,27,1,7,0
2,27,1,8,0
2,27,1,9,1
2,27,1,10,0
2,27,1,11,0
2,27,1,12,0
2,27,1,13,0
2,27,1,14,0
2,27,1,15,0
2,27,1,16,1
2,27,1,17,0
2,27,1,18,0
2,27,1,19,0
2,27,1,20,0
2,27,1,21,0
2,27,1,22,0
2,27,1,23,1
2,27,1,24,0
2,27,1,25,0
2,27,1,26,0
2,27,1,27,0
2,27,1,28,0
2,27,1,29,0
2,27,1,30,1
2,28,2,1,0
2,28,2,2,0
2,28,2,3,0
2,28,2,4,0
2,28,2,5,0
2,28,2,6,0
2,28,2,7,0
2,28,2,8,0
2,28,2,9,0
2,28,2,10,0
2,28,2,11,0
2,28,2,12,0
2,28,2,13,0
2,28,2,14,0
2,28,2,15,0
2,28,2,16,0
2,28,2,17,0
2,28,2,18,0
2,28,2,19,0
2,28,2,20,0
2,28,2,21,0
2,28,2,22,0
2,28,2,23,0
2,28,2,24,0
2,28,2,25,0
2,28,2,26,0
2,28,2,27,0
2,28,2,28,0
2,28,2,29,0
2,28,2,30,0
2,29,3,1,0
2,29,3,2,0
2,29,3,3,0
2,29,3,4,0
2,29,3,5,0
2,29,3,6,0
2,29,3,7,0
2,29,3,8,0
2,29,3,9,0
2,29,3,10,0
2,29,3,11,0
2,29,3,12,0
2,29,3,13,0
2,29,3,14,0
2,29,3,15,0
2,29,3,16,0
2,29,3,17,0
2,29,3,18,0
2,29,3,19,0
2,29,3,20,0
2,29,3,21,0
2,29,3,22,0
2,29,3,23,0
2,29,3,24,0
2,29,3,25,0
2,29,3,26,0
2,29,3,27,0
2,29,3,28,0
2,29,3,29,0
2,29,3,30,0
2,30,2,1,0
2,30,2,2,0
2,30,2,3,0
2,30,2,4,0
2,30,2,5,0
2,30,2,6,0
2,30,2,7,0
2,30,2,8,0
2,30,2,9,0
2,30,2,10,0
2,30,2,11,0
2,30,2,12,0
2,30,2,13,0
2,30,2,14,0
2,30,2,15,0
2,30,2,16,0
2,30,2,17,0
2,30,2,18,0
2,30,2,19,0
2,30,2,20,0
2,30,2,21,0
2,30,2,22,0
2,30,2,23,0
2,30,2,24,0
2,30,2,25,0
2,30,2,26,0
2,30,2,27,0
2,30,2,28,0
2,30,2,29,0
2,30,2,30,0
3,1,4,1,0
3,1,4,2,0
3,1,4,3,0
3,1,4,4,0
3,1,4,5,0
3,1,4,6,0
3,1,4,7,0
3,1,4,8,0
3,1,4,9,0
3,1,4,10,0
3,1,4,11,0
3,1,4,12,0
3,1,4,13,0
3,1,4,14,0
3,1,4,15,0
3,1,4,16,0
3,1,4,17,0
3,1,4,18,0
3,1,4,19,0
3,1,4,20,0
3,1,4,21,0
3,1,4,22,0
3,1,4,23,0
3,1,4,24,0
3,1,4,25,0
3,1,4,26,0
3,1,4,27,0
3,1,4,28,0
3,1,4,29,0
3,1,4,30,0
3,2,1,1,0
3,2,1,2,0
3,2,1,3,0
3,2,1,4,0
3,2,1,5,0
3,2,1,6,0
3,2,1,7,0
3,2,1,8,0
3,2,1,9,0
3,2,1,10,0
3,2,1,11,0
3,2,1,12,0
3,2,1,13,0
3,2,1,14,0
3,2,1,15,0
3,2,1,16,0
3,2,1,17,0
3,2,1,18,0
3,2,1,19,0
3,2,1,20,0
3,2,1,21,0
3,2,1,22,0
3,2,1,23,0
3,2,1,24,0
3,2,1,25,0
3,2,1,26,0
3,2,1,27,0
3,2,1,28,0
3,2,1,29,0
3,2,1,30,0
3,3,3,1,0
3,3,3,2,1
3,3,3,3,0
3,3,3,4,0
3,3,3,5,0
3,3,3,6,0
3,3,3,7,0
3,3,3,8,0
3,3,3,9,1
3,3,3,10,0
3,3,3,11,0
3,3,3,12,0
3,3,3,13,0
3,3,3,14,0
3,3,3,15,0
3,3,3,16,1
3,3,3,17,0
3,3,3,18,0
3,3,3,19,0
3,3,3,20,0
3,3,3,21,0
3,3,3,22,0
3,3,3,23,1
3,3,3,24,0
3,3,3,25,0
3,3,3,26,0
3,3,3,27,0
3,3,3,28,0
3,3,3,29,0
3,3,3,30,1
3,4,2,1,0
3,4,2,2,0
3,4,2,3,0
3,4,2,4,0
3,4,2,5,0
3,4,2,6,0
3,4,2,7,1
3,4,2,8,0
3,4,2,9,0
3,4,2,10,0
3,4,2,11,0
3,4,2,12,0
3,4,2,13,0
3,4,2,14,1
3,4,2,15,0
3,4,2,16,0
3,4,2,17,0
3,4,2,18,0
3,4,2,19,0
3,4,2,20,0
3,4,2,21,1
3,4,2,22,0
3,4,2,23,0
3,4,2,24,0
3,4,2,25,0
3,4,2,26,0
3,4,2,27,0
3,4,2,28,1
3,4,2,29,0
3,4,2,30,0
3,5,2,1,0
3,5,2,2,0
3,5,2,3,0
3,5,2,4,0
3,5,2,5,0
3,5,2,6,0
3,5,2,7,1
3,5,2,8,0
3,5,2,9,0
3,5,2,10,0
3,5,2,11,0
3,5,2,12,0
3,5,2,13,0
3,5,2,14,1
3,5,2,15,0
3,5,2,16,0
3,5,2,17,0
3,5,2,18,0
3,5,2,19,0
3,5,2,20,0
3,5,2,21,1
3,5,2,22,0
3,5,2,23,0
3,5,2,24,0
3,5,2,25,0
3,5,2,26,0
3,5,2,27,0
3,5,2,28,1
3,5,2,29,0
3,5,2,30,0
3,6,3,1,0
3,6,3,2,1
3,6,3,3,0
3,6,3,4,0
3,6,3,5,0
3,6,3,6,0
3,6,3,7,0
3,6,3,8,0
3,6,3,9,1
3,6,3,10,0
3,6,3,11,0
3,6,3,12,0
3,6,3,13,0
3,6,3,14,0
3,6,3,15,0
3,6,3,16,1
3,6,3,17,0
3,6,3,18,0
3,6,3,19,0
3,6,3,20,0
3,6,3,21,0
3,6,3,22,0
3,6,3,23,1
3,6,3,24,0
3,6,3,25,0
3,6,3,26,0
3,6,3,27,0
3,6,3,28,0
3,6,3,29,0
3,6,3,30,1
3,7,4,1,0
3,7,4,2,0
3,7,4,3,0
3,7,4,4,0
3,7,4,5,0
3,7,4,6,0
3,7,4,7,0
3,7,4,8,0
3,7,4,9,0
3,7,4,10,0
3,7,4,11,0
3,7,4,12,0
3,7,4,13,0
3,7,4,14,0
3,7,4,15,0
3,7,4,16,0
3,7,4,17,0
3,7,4,18,0
3,7,4,19,0
3,7,4,20,0
3,7,4,21,0
3,7,4,22,0
3,7,4,23,0
3,7,4,24,0
3,7,4,25,0
3,7,4,26,0
3,7,4,27,0
3,7,4,28,0
3,7,4,29,0
3,7,4,30,0
3,8,2,1,0
3,8,2,2,0
3,8,2,3,0
3,8,2,4,0
3,8,2,5,0
3,8,2,6,0
3,8,2,7,1
3,8,2,8,0
3,8,2,9,0
3,8,2,10,0
3,8,2,11,0
3,8,2,12,0
3,8,2,13,0
3,8,2,14,1
3,8,2,15,0
3,8,2,16,0
3,8,2,17,0
3,8,2,18,0
3,8,2,19,0
3,8,2,20,0
3,8,2,21,1
3,8,2,22,0
3,8,2,23,0
3,8,2,24,0
3,8,2,25,0
3,8,2,26,0
3,8,2,27,0
3,8,2,28,1
3,8,2,29,0
3,8,2,30,0
3,9,1,1,0
3,9,1,2,0
3,9,1,3,0
3,9,1,4,0
3,9,1,5,0
3,9,1,6,0
3,9,1,7,0
3,9,1,8,0
3,9,1,9,0
3,9,1,10,0
3,9,1,11,0
3,9,1,12,0
3,9,1,13,0
3,9,1,14,0
3,9,1,15,0
3,9,1,16,0
3,9,1,17,0
3,9,1,18,0
3,9,1,19,0
3,9,1,20,0
3,9,1,21,0
3,9,1,22,0
3,9,1,23,0
3,9,1,24,0
3,9,1,25,0
3,9,1,26,0
3,9,1,27,0
3,9,1,28,0
3,9,1,29,0
3,9,1,30,0
3,10,3,1,0
3,10,3,2,1
3,10,3,3,0
3,10,3,4,0
3,10,3,5,0
3,10,3,6,0
3,10,3,7,0
3,10,3,8,0
3,10,3,9,1
3,10,3,10,0
3,10,3,11,0
3,10,3,12,0
3,10,3,13,0
3,10,3,14,0
3,10,3,15,0
3,10,3,16,1
3,10,3,17,0
3,10,3,18,0
3,10,3,19,0
3,10,3,20,0
3,10,3,21,0
3,10,3,22,0
3,10,3,23,1
3,10,3,24,0
3,10,3,25,0
3,10,3,26,0
3,10,3,27,0
3,10,3,28,0
3,10,3,29,0
3,10,3,30,1
3,11,2,1,0
3,11,2,2,0
3,11,2,3,0
3,11,2,4,0
3,11,2,5,0
3,11,2,6,0
3,11,2,7,1
3,11,2,8,0
3,11,2,9,0
3,11,2,10,0
3,11,2,11,0
3,11,2,12,0
3,11,2,13,0
3,11,2,14,1
3,11,2,15,0
3,11,2,16,0
3,11,2,17,0
3,11,2,18,0
3,11,2,19,0
3,11,2,20,0
3,11,2,21,1
3,11,2,22,0
3,11,2,23,0
3,11,2,24,0
3,11,2,25,0
3,11,2,26,0
3,11,2,27,0
3,11,2,28,1
3,11,2,29,0
3,11,2,30,0
3,12,3,1,0
3,12,3,2,1
3,12,3,3,0
3,12,3,4,0
3,12,3,5,0
3,12,3,6,0
3,12,3,7,0
3,12,3,8,0
3,12,3,9,1
3,12,3,10,0
3,12,3,11,0
3,12,3,12,0
3,12,3,13,0
3,12,3,14,0
3,12,3,15,0
3,12,3,16,1
3,12,3,17,0
3,12,3,18,0
3,12,3,19,0
3,12,3,20,0
3,12,3,21,0
3,12,3,22,0
3,12,3,23,1
3,12,3,24,0
3,12,3,25,0
3,12,3,26,0
3,12,3,27,0
3,12,3,28,0
3,12,3,29,0
3,12,3,30,1
3,13,1,1,0
3,13,1,2,0
3,13,1,3,0
3,13,1,4,0
3,13,1,5,0
3,13,1,6,0
3,13,1,7,0
3,13,1,8,0
3,13,1,9,0
3,13,1,10,0
3,13,1,11,0
3,13,1,12,0
3,13,1,13,0
3,13,1,14,0
3,13,1,15,0
3,13,1,16,0
3,13,1,17,0
3,13,1,18,0
3,13,1,19,0
3,13,1,20,0
3,13,1,21,0
3,13,1,22,0
3,13,1,23,0
3,13,1,24,0
3,13,1,25,0
3,13,1,26,0
3,13,1,27,0
3,13,1,28,0
3,13,1,29,0
3,13,1,30,0
3,14,1,1,0
3,14,1,2,0
3,14,1,3,0
3,14,1,4,0
3,14,1,5,0
3,14,1,6,0
3,14,1,7,0
3,14,1,8,0
3,14,1,9,0
3,14,1,10,0
3,14,1,11,0
3,14,1,12,0
3,14,1,13,0
3,14,1,14,0
3,14,1,15,0
3,14,1,16,0
3,14,1,17,0
3,14,1,18,0
3,14,1,19,0
3,14,1,20,0
3,14,1,21,0
3,14,1,22,0
3,14,1,23,0
3,14,1,24,0
3,14,1,25,0
3,14,1,26,0
3,14,1,27,0
3,14,1,28,0
3,14,1,29,0
3,14,1,30,0
3,15,2,1,0
3,15,2,2,0
3,15,2,3,0
3,15,2,4,0
3,15,2,5,0
3,15,2,6,0
3,15,2,7,1
3,15,2,8,0
3,15,2,9,0
3,15,2,10,0
3,15,2,11,0
3,15,2,12,0
3,15,2,13,0
3,15,2,14,1
3,15,2,15,0
3,15,2,16,0
3,15,2,17,0
3,15,2,18,0
3,15,2,19,0
3,15,2,20,0
3,15,2,21,1
3,15,2,22,0
3,15,2,23,0
3,15,2,24,0
3,15,2,25,0
3,15,2,26,0
3,15,2,27,0
3,15,2,28,1
3,15,2,29,0
3,15,2,30,0
3,16,3,1,0
3,16,3,2,1
3,16,3,3,0
3,16,3,4,0
3,16,3,5,0
3,16,3,6,0
3,16,3,7,0
3,16,3,8,0
3,16,3,9,1
3,16,3,10,0
3,16,3,11,0
3,16,3,12,0
3,16,3,13,0
3,16,3,14,0
3,16,3,15,0
3,16,3,16,1
3,16,3,17,0
3,16,3,18,0
3,16,3,19,0
3,16,3,20,0
3,16,3,21,0
3,16,3,22,0
3,16,3,23,1
3,16,3,24,0
3,16,3,25,0
3,16,3,26,0
3,16,3,27,0
3,16,3,28,0
3,16,3,29,0
3,16,3,30,1
3,17,1,1,0
3,17,1,2,0
3,17,1,3,0
3,17,1,4,0
3,17,1,5,0
3,17,1,6,0
3,17,1,7,0
3,17,1,8,0
3,17,1,9,0
3,17,1,10,0
3,17,1,11,0
3,17,1,12,0
3,17,1,13,0
3,17,1,14,0
3,17,1,15,0
3,17,1,16,0
3,17,1,17,0
3,17,1,18,0
3,17,1,19,0
3,17,1,20,0
3,17,1,21,0
3,17,1,22,0
3,17,1,23,0
3,17,1,24,0
3,17,1,25,0
3,17,1,26,0
3,17,1,27,0
3,17,1,28,0
3,17,1,29,0
3,17,1,30,0
3,18,3,1,0
3,18,3,2,1
3,18,3,3,0
3,18,3,4,0
3,18,3,5,0
3,18,3,6,0
3,18,3,7,0
3,18,3,8,0
3,18,3,9,1
3,18,3,10,0
3,18,3,11,0
3,18,3,12,0
3,18,3,13,0
3,18,3,14,0
3,18,3,15,0
3,18,3,16,1
3,18,3,17,0
3,18,3,18,0
3,18,3,19,0
3,18,3,20,0
3,18,3,21,0
3,18,3,22,0
3,18,3,23,1
3,18,3,24,0
3,18,3,25,0
3,18,3,26,0
3,18,3,27,0
3,18,3,28,0
3,18,3,29,0
3,18,3,30,1
3,19,2,1,0
3,19,2,2,0
3,19,2,3,0
3,19,2,4,0
3,19,2,5,0
3,19,2,6,0
3,19,2,7,1
3,19,2,8,0
3,19,2,9,0
3,19,2,10,0
3,19,2,11,0
3,19,2,12,0
3,19,2,13,0
3,19,2,14,1
3,19,2,15,0
3,19,2,16,0
3,19,2,17,0
3,19,2,18,0
3,19,2,19,0
3,19,2,20,0
3,19,2,21,1
3,19,2,22,0
3,19,2,23,0
3,19,2,24,0
3,19,2,25,0
3,19,2,26,0
3,19,2,27,0
3,19,2,28,1
3,19,2,29,0
3,19,2,30,0
3,20,3,1,0
3,20,3,2,1
3,20,3,3,0
3,20,3,4,0
3,20,3,5,0
3,20,3,6,0
3,20,3,7,0
3,20,3,8,0
3,20,3,9,1
3,20,3,10,0
3,20,3,11,0
3,20,3,12,0
3,20,3,13,0
3,20,3,14,0
3,20,3,15,0
3,20,3,16,1
3,20,3,17,0
3,20,3,18,0
3,20,3,19,0
3,20,3,20,0
3,20,3,21,0
3,20,3,22,0
3,20,3,23,1
3,20,3,24,0
3,20,3,25,0
3,20,3,26,0
3,20,3,27,0
3,20,3,28,0
3,20,3,29,0
3,20,3,30,1
3,21,2,1,0
3,21,2,2,0
3,21,2,3,0
3,21,2,4,0
3,21,2,5,0
3,21,2,6,0
3,21,2,7,1
3,21,2,8,0
3,21,2,9,0
3,21,2,10,0
3,21,2,11,0
3,21,2,12,0
3,21,2,13,0
3,21,2,14,1
3,21,2,15,0
3,21,2,16,0
3,21,2,17,0
3,21,2,18,0
3,21,2,19,0
3,21,2,20,0
3,21,2,21,1
3,21,2,22,0
3,21,2,23,0
3,21,2,24,0
3,21,2,25,0
3,21,2,26,0
3,21,2,27,0
3,21,2,28,1
3,21,2,29,0
3,21,2,30,0
3,22,3,1,0
3,22,3,2,1
3,22,3,3,0
3,22,3,4,0
3,22,3,5,0
3,22,3,6,0
3,22,3,7,0
3,22,3,8,0
3,22,3,9,1
3,22,3,10,0
3,22,3,11,0
3,22,3,12,0
3,22,3,13,0
3,22,3,14,0
3,22,3,15,0
3,22,3,16,1
3,22,3,17,0
3,22,3,18,0
3,22,3,19,0
3,22,3,20,0
3,22,3,21,0
3,22,3,22,0
3,22,3,23,1
3,22,3,24,0
3,22,3,25,0
3,22,3,26,0
3,22,3,27,0
3,22,3,28,0
3,22,3,29,0
3,22,3,30,1
3,23,2,1,0
3,23,2,2,0
3,23,2,3,0
3,23,2,4,0
3,23,2,5,0
3,23,2,6,0
3,23,2,7,1
3,23,2,8,0
3,23,2,9,0
3,23,2,10,0
3,23,2,11,0
3,23,2,12,0
3,23,2,13,0
3,23,2,14,1
3,23,2,15,0
3,23,2,16,0
3,23,2,17,0
3,23,2,18,0
3,23,2,19,0
3,23,2,20,0
3,23,2,21,1
3,23,2,22,0
3,23,2,23,0
3,23,2,24,0
3,23,2,25,0
3,23,2,26,0
3,23,2,27,0
3,23,2,28,1
3,23,2,29,0
3,23,2,30,0
3,24,3,1,0
3,24,3,2,1
3,24,3,3,0
3,24,3,4,0
3,24,3,5,0
3,24,3,6,0
3,24,3,7,0
3,24,3,8,0
3,24,3,9,1
3,24,3,10,0
3,24,3,11,0
3,24,3,12,0
3,24,3,13,0
3,24,3,14,0
3,24,3,15,0
3,24,3,16,1
3,24,3,17,0
3,24,3,18,0
3,24,3,19,0
3,24,3,20,0
3,24,3,21,0
3,24,3,22,0
3,24,3,23,1
3,24,3,24,0
3,24,3,25,0
3,24,3,26,0
3,24,3,27,0
3,24,3,28,0
3,24,3,29,0
3,24,3,30,1
3,25,3,1,0
3,25,3,2,1
3,25,3,3,0
3,25,3,4,0
3,25,3,5,0
3,25,3,6,0
3,25,3,7,0
3,25,3,8,0
3,25,3,9,1
3,25,3,10,0
3,25,3,11,0
3,25,3,12,0
3,25,3,13,0
3,25,3,14,0
3,25,3,15,0
3,25,3,16,1
3,25,3,17,0
3,25,3,18,0
3,25,3,19,0
3,25,3,20,0
3,25,3,21,0
3,25,3,22,0
3,25,3,23,1
3,25,3,24,0
3,25,3,25,0
3,25,3,26,0
3,25,3,27,0
3,25,3,28,0
3,25,3,29,0
3,25,3,30,1
3,26,2,1,0
3,26,2,2,0
3,26,2,3,0
3,26,2,4,0
3,26,2,5,0
3,26,2,6,0
3,26,2,7,1
3,26,2,8,0
3,26,2,9,0
3,26,2,10,0
3,26,2,11,0
3,26,2,12,0
3,26,2,13,0
3,26,2,14,1
3,26,2,15,0
3,26,2,16,0
3,26,2,17,0
3,26,2,18,0
3,26,2,19,0
3,26,2,20,0
3,26,2,21,1
3,26,2,22,0
3,26,2,23,0
3,26,2,24,0
3,26,2,25,0
3,26,2,26,0
3,26,2,27,0
3,26,2,28,1
3,26,2,29,0
3,26,2,30,0
3,27,1,1,0
3,27,1,2,0
3,27,1,3,0
3,27,1,4,0
3,27,1,5,0
3,27,1,6,0
3,27,1,7,0
3,27,1,8,0
3,27,1,9,0
3,27,1,10,0
3,27,1,11,0
3,27,1,12,0
3,27,1,13,0
3,27,1,14,0
3,27,1,15,0
3,27,1,16,0
3,27,1,17,0
3,27,1,18,0
3,27,1,19,0
3,27,1,20,0
3,27,1,21,0
3,27,1,22,0
3,27,1,23,0
3,27,1,24,0
3,27,1,25,0
3,27,1,26,0
3,27,1,27,0
3,27,1,28,0
3,27,1,29,0
3,27,1,30,0
3,28,2,1,0
3,28,2,2,0
3,28,2,3,0
3,28,2,4,0
3,28,2,5,0
3,28,2,6,0
3,28,2,7,1
3,28,2,8,0
3,28,2,9,0
3,28,2,10,0
3,28,2,11,0
3,28,2,12,0
3,28,2,13,0
3,28,2,14,1
3,28,2,15,0
3,28,2,16,0
3,28,2,17,0
3,28,2,18,0
3,28,2,19,0
3,28,2,20,0
3,28,2,21,1
3,28,2,22,0
3,28,2,23,0
3,28,2,24,0
3,28,2,25,0
3,28,2,26,0
3,28,2,27,0
3,28,2,28,1
3,28,2,29,0
3,28,2,30,0
3,29,3,1,0
3,29,3,2,1
3,29,3,3,0
3,29,3,4,0
3,29,3,5,0
3,29,3,6,0
3,29,3,7,0
3,29,3,8,0
3,29,3,9,1
3,29,3,10,0
3,29,3,11,0
3,29,3,12,0
3,29,3,13,0
3,29,3,14,0
3,29,3,15,0
3,29,3,16,1
3,29,3,17,0
3,29,3,18,0
3,29,3,19,0
3,29,3,20,0
3,29,3,21,0
3,29,3,22,0
3,29,3,23,1
3,29,3,24,0
3,29,3,25,0
3,29,3,26,0
3,29,3,27,0
3,29,3,28,0
3,29,3,29,0
3,29,3,30,1
3,30,2,1,0
3,30,2,2,0
3,30,2,3,0
3,30,2,4,0
3,30,2,5,0
3,30,2,6,0
3,30,2,7,1
3,30,2,8,0
3,30,2,9,0
3,30,2,10,0
3,30,2,11,0
3,30,2,12,0
3,30,2,13,0
3,30,2,14,1
3,30,2,15,0
3,30,2,16,0
3,30,2,17,0
3,30,2,18,0
3,30,2,19,0
3,30,2,20,0
3,30,2,21,1
3,30,2,22,0
3,30,2,23,0
3,30,2,24,0
3,30,2,25,0
3,30,2,26,0
3,30,2,27,0
3,30,2,28,1
3,30,2,29,0
3,30,2,30,0
4,1,4,1,0
4,1,4,2,0
4,1,4,3,0
4,1,4,4,0
4,1,4,5,0
4,1,4,6,0
4,1,4,7,0
4,1,4,8,0
4,1,4,9,0
4,1,4,10,0
4,1,4,11,0
4,1,4,12,0
4,1,4,13,0
4,1,4,14,0
4,1,4,15,0
4,1,4,16,0
4,1,4,17,0
4,1,4,18,0
4,1,4,19,0
4,1,4,20,0
4,1,4,21,0
4,1,4,22,0
4,1,4,23,0
4,1,4,24,0
4,1,4,25,0
4,1,4,26,0
4,1,4,27,0
4,1,4,28,0
4,1,4,29,0
4,1,4,30,0
4,2,1,1,0
4,2,1,2,0
4,2,1,3,0
4,2,1,4,0
4,2,1,5,0
4,2,1,6,1
4,2,1,7,0
4,2,1,8,0
4,2,1,9,0
4,2,1,10,0
4,2,1,11,0
4,2,1,12,0
4,2,1,13,1
4,2,1,14,0
4,2,1,15,0
4,2,1,16,0
4,2,1,17,0
4,2,1,18,0
4,2,1,19,0
4,2,1,20,1
4,2,1,21,0
4,2,1,22,0
4,2,1,23,0
4,2,1,24,0
4,2,1,25,0
4,2,1,26,0
4,2,1,27,1
4,2,1,28,0
4,2,1,29,0
4,2,1,30,0
4,3,3,1,0
4,3,3,2,0
4,3,3,3,0
4,3,3,4,0
4,3,3,5,0
4,3,3,6,0
4,3,3,7,0
4,3,3,8,0
4,3,3,9,0
4,3,3,10,0
4,3,3,11,0
4,3,3,12,0
4,3,3,13,0
4,3,3,14,0
4,3,3,15,0
4,3,3,16,0
4,3,3,17,0
4,3,3,18,0
4,3,3,19,0
4,3,3,20,0
4,3,3,21,0
4,3,3,22,0
4,3,3,23,0
4,3,3,24,0
4,3,3,25,0
4,3,3,26,0
4,3,3,27,0
4,3,3,28,0
4,3,3,29,0
4,3,3,30,0
4,4,2,1,0
4,4,2,2,0
